"#","Name","Symbol","Market Cap","Price","Circulating Supply","Volume (24h)","% 1h","% 24h","% 7d","URLS"
186,"XTRABYTES","XBY","$40,569,468","0.094348","430000000","$119,858","-1.09%","-10.69%","-24.58%","https://coinmarketcap.com/currencies/xtrabytes/"
187,"Feathercoin","FTC","$40,169,275","0.204236","196680680","$234,109","0.49%","7.79%","-8.10%","https://coinmarketcap.com/currencies/feathercoin/"
188,"IoT Chain","ITC","$39,806,770","0.819021","48602869","$5,818,020","-0.23%","-1.37%","-8.25%","https://coinmarketcap.com/currencies/iot-chain/"
189,"SONM","SNM","$39,764,568","0.110580","359600000","$693,706","0.90%","3.30%","-11.93%","https://coinmarketcap.com/currencies/sonm/"
190,"AirSwap","AST","$39,681,000","0.264540","150000000","$4,136,330","-0.52%","0.78%","-5.76%","https://coinmarketcap.com/currencies/airswap/"
191,"MediShares","MDS","$39,295,879","0.081272","483511857","$8,213,770","-0.21%","-6.18%","-17.07%","https://coinmarketcap.com/currencies/medishares/"
192,"BitBay","BAY","$39,023,310","0.038634","1010076886","$505,188","-0.76%","2.19%","-6.69%","https://coinmarketcap.com/currencies/bitbay/"
193,"Red Pulse","RPX","$38,991,558","0.071762","543348500","$1,763,750","0.43%","-1.90%","-10.90%","https://coinmarketcap.com/currencies/red-pulse/"
194,"Pundi X","NPXS","$37,926,172","0.000902","42038924515","$557,366","1.63%","9.50%","-3.50%","https://coinmarketcap.com/currencies/pundi-x/"
195,"WePower","WPR","$37,864,541","0.094055","402580425","$7,290,270","-0.99%","1.29%","-2.96%","https://coinmarketcap.com/currencies/wepower/"
196,"SpankChain","SPANK","$37,786,264","0.125936","300043386","$46,352","-0.27%","0.90%","-3.01%","https://coinmarketcap.com/currencies/spankchain/"
197,"CasinoCoin","CSC","$37,064,509","0.001030","35973085511","$60,767","-0.16%","7.98%","5.92%","https://coinmarketcap.com/currencies/casinocoin/"
198,"UTRUST","UTK","$37,036,346","0.129109","286861074","$2,058,760","-0.80%","-2.44%","-7.32%","https://coinmarketcap.com/currencies/utrust/"
199,"Crypterium","CRPT","$36,697,404","0.469988","78081577","$247,924","-2.26%","3.82%","-10.49%","https://coinmarketcap.com/currencies/crypterium/"
200,"Wings","WINGS","$35,816,411","0.399254","89708333","$1,560,040","-0.42%","-0.08%","-9.44%","https://coinmarketcap.com/currencies/wings/"
201,"Gulden","NLG","$35,628,763","0.090199","395000000","$187,454","0.28%","-7.66%","-1.36%","https://coinmarketcap.com/currencies/gulden/"
202,"Modum","MOD","$35,411,586","1.94","18266200","$668,136","0.25%","-0.46%","-15.23%","https://coinmarketcap.com/currencies/modum/"
203,"Streamr DATAcoin","DATA","$35,154,341","0.051915","677154514","$118,096","1.27%","4.19%","-18.04%","https://coinmarketcap.com/currencies/streamr-datacoin/"
204,"Ormeus Coin","ORME","$35,091,130","2.06","17029321","$3,822,450","5.07%","-7.80%","-22.50%","https://coinmarketcap.com/currencies/ormeus-coin/"
205,"VIBE","VIBE","$34,676,267","0.173456","199913907","$936,695","0.58%","0.59%","-15.37%","https://coinmarketcap.com/currencies/vibe/"
206,"AppCoins","APPC","$34,676,223","0.346574","100054312","$2,108,490","-0.14%","0.97%","-12.60%","https://coinmarketcap.com/currencies/appcoins/"
207,"QLINK","QLC","$33,969,840","0.141541","240000000","$21,488,900","0.25%","-5.64%","-19.08%","https://coinmarketcap.com/currencies/qlink/"
208,"SingularDTV","SNGLS","$33,886,440","0.056477","600000000","$641,134","0.10%","0.53%","-16.23%","https://coinmarketcap.com/currencies/singulardtv/"
209,"TaaS","TAAS","$33,816,412","4.15","8146001","$250,702","0.90%","7.73%","-10.93%","https://coinmarketcap.com/currencies/taas/"
210,"MobileGo","MGO","$33,283,745","0.339530","98028877","$1,543,720","-0.80%","4.08%","3.67%","https://coinmarketcap.com/currencies/mobilego/"
211,"district0x","DNT","$33,026,460","0.055044","600000000","$2,810,130","-0.09%","-1.22%","-13.64%","https://coinmarketcap.com/currencies/district0x/"
212,"NAGA","NGC","$32,573,106","0.564796","57672338","$160,164","0.30%","-6.05%","-13.49%","https://coinmarketcap.com/currencies/naga/"
213,"Rock","RKT","$32,539,699","0.120231","270643169","$87,150","-0.56%","1.67%","-11.49%","https://coinmarketcap.com/currencies/rock/"
214,"Bread","BRD","$32,494,564","0.436823","74388400","$304,312","-0.61%","-2.63%","-11.18%","https://coinmarketcap.com/currencies/bread/"
215,"Viacoin","VIA","$32,084,552","1.39","23009906","$1,911,670","0.61%","6.91%","-2.61%","https://coinmarketcap.com/currencies/viacoin/"
216,"INS Ecosystem","INS","$31,702,942","1.05","30300918","$2,090,030","-0.26%","-2.49%","-13.61%","https://coinmarketcap.com/currencies/ins-ecosystem/"
217,"Soarcoin","SOAR","$31,407,781","0.029069","1080463623","$21,302","-0.18%","0.29%","0.27%","https://coinmarketcap.com/currencies/soarcoin/"
218,"Tierion","TNT","$31,286,802","0.073018","428481269","$4,647,650","-0.56%","-4.56%","-9.52%","https://coinmarketcap.com/currencies/tierion/"
219,"Burst","BURST","$31,274,414","0.016263","1923040909","$483,048","0.21%","4.29%","-4.85%","https://coinmarketcap.com/currencies/burst/"
220,"Mooncoin","MOON","$30,717,182","0.000137","223876379197","$95,628","6.89%","64.83%","36.89%","https://coinmarketcap.com/currencies/mooncoin/"
221,"OriginTrail","TRAC","$30,576,798","0.120141","254507606","$267,349","0.00%","8.23%","-15.79%","https://coinmarketcap.com/currencies/origintrail/"
222,"Counterparty","XCP","$30,524,514","11.67","2616716","$196,521","-0.41%","1.86%","-5.64%","https://coinmarketcap.com/currencies/counterparty/"
223,"WaBi","WABI","$30,429,302","0.672500","45248033","$570,796","0.10%","1.36%","-11.40%","https://coinmarketcap.com/currencies/wabi/"
224,"Wagerr","WGR","$29,994,615","0.163905","183000000","$104,251","-0.45%","3.47%","-9.92%","https://coinmarketcap.com/currencies/wagerr/"
225,"Trinity Netwo...","TNC","$29,600,067","0.088800","333333333","$685,847","-0.06%","-5.87%","-20.87%","https://coinmarketcap.com/currencies/trinity-network-credit/"
226,"LBRY Credits","LBC","$29,543,456","0.186881","158086999","$747,644","-0.20%","5.63%","-12.30%","https://coinmarketcap.com/currencies/library-credit/"
227,"Ravencoin","RVN","$29,396,876","0.038127","771025154","$533,487","-1.93%","-11.71%","-33.66%","https://coinmarketcap.com/currencies/ravencoin/"
228,"Ink","INK","$29,387,618","0.063348","463910527","$1,185,200","-2.52%","0.24%","-2.47%","https://coinmarketcap.com/currencies/ink/"
229,"Jibrel Network","JNT","$29,074,500","0.193830","150000000","$189,901","0.34%","2.86%","-28.27%","https://coinmarketcap.com/currencies/jibrel-network/"
230,"Bottos","BTO","$28,746,013","0.080879","355419546","$137,517","0.44%","-1.57%","-12.27%","https://coinmarketcap.com/currencies/bottos/"
231,"IHT Real Esta...","IHT","$28,702,571","0.085933","334011821","$4,183,970","3.05%","2.27%","-11.42%","https://coinmarketcap.com/currencies/iht-real-estate-protocol/"
232,"Universa","UTNP","$28,614,025","0.016724","1710945603","$40,723","-8.31%","1.78%","-10.68%","https://coinmarketcap.com/currencies/universa/"
233,"Steem Dollars","SBD","$28,513,042","2.52","11313038","$71,962,600","1.41%","-7.54%","44.61%","https://coinmarketcap.com/currencies/steem-dollars/"
234,"Etherparty","FUEL","$28,284,923","0.058240","485664793","$398,813","0.72%","-2.52%","-16.98%","https://coinmarketcap.com/currencies/etherparty/"
235,"Aeon","AEON","$28,238,129","1.80","15675570","$95,206","-0.33%","4.31%","-2.91%","https://coinmarketcap.com/currencies/aeon/"
236,"Presearch","PRE","$27,798,010","0.179342","155000000","$13,019","-0.02%","1.38%","-1.53%","https://coinmarketcap.com/currencies/presearch/"
237,"bitCNY","BITCNY","$27,733,788","0.175386","158130000","$18,292,000","0.02%","0.57%","4.62%","https://coinmarketcap.com/currencies/bitcny/"
238,"BlockMason Cr...","BCPT","$27,709,805","0.393948","70338737","$4,079,060","-0.33%","1.49%","-13.24%","https://coinmarketcap.com/currencies/blockmason/"
239,"Unobtanium","UNO","$27,603,281","139.10","198445","$14,646","0.34%","1.66%","-6.72%","https://coinmarketcap.com/currencies/unobtanium/"
240,"CloakCoin","CLOAK","$27,367,109","5.35","5114879","$316,443","0.52%","1.02%","-3.06%","https://coinmarketcap.com/currencies/cloakcoin/"
241,"Delphy","DPY","$26,824,032","0.692233","38750005","$871,604","-0.88%","0.20%","-14.18%","https://coinmarketcap.com/currencies/delphy/"
242,"Melon","MLN","$26,756,437","44.64","599400","$348,426","-0.02%","2.43%","-27.88%","https://coinmarketcap.com/currencies/melon/"
243,"Unikoin Gold","UKG","$26,366,107","0.186964","141022371","$1,690,630","-0.49%","3.26%","11.12%","https://coinmarketcap.com/currencies/unikoin-gold/"
244,"Game.com","GTC","$26,302,404","0.046541","565142361","$3,341,870","-0.07%","1.36%","-9.68%","https://coinmarketcap.com/currencies/game/"
245,"Bitcoin Atom","BCA","$25,645,009","1.43","17930188","$6,710","33.07%","58.51%","-18.69%","https://coinmarketcap.com/currencies/bitcoin-atom/"
246,"Triggers","TRIG","$25,607,184","0.797593","32105578","$3,277,890","-0.32%","-2.44%","-16.77%","https://coinmarketcap.com/currencies/triggers/"
247,"LEOcoin","LEO","$25,505,003","0.253758","100509157","$11,028","-2.61%","-5.16%","10.31%","https://coinmarketcap.com/currencies/leocoin/"
248,"Metaverse ETP","ETP","$25,323,585","0.665051","38077659","$933,040","-0.38%","-1.28%","-19.00%","https://coinmarketcap.com/currencies/metaverse/"
249,"ERA","ERA","$25,047,978","0.075362","332369691","$626","-0.72%","-3.12%","47.58%","https://coinmarketcap.com/currencies/blakestar/"
250,"HTMLCOIN","HTML","$24,450,394","0.000371","65838364995","$130,337","1.01%","-8.72%","-22.64%","https://coinmarketcap.com/currencies/html-coin/"
251,"Cobinhood","COB","$24,081,576","0.066505","362100652","$1,032","0.08%","?","-16.59%","https://coinmarketcap.com/currencies/cobinhood/"
252,"Mercury","MER","$23,868,300","0.238683","100000000","$25,536,300","-0.68%","2.26%","35.67%","https://coinmarketcap.com/currencies/mercury/"
253,"KickCoin","KICK","$23,769,166","0.052393","453674977","$1,641,960","-0.12%","-0.20%","-9.71%","https://coinmarketcap.com/currencies/kickico/"
254,"Namecoin","NMC","$23,679,184","1.61","14736400","$199,802","0.32%","8.04%","1.93%","https://coinmarketcap.com/currencies/namecoin/"
255,"Blox","CDT","$23,512,884","0.035787","657023039","$383,511","-1.16%","-1.31%","-15.20%","https://coinmarketcap.com/currencies/blox/"
256,"indaHash","IDH","$22,195,702","0.055498","399936259","$113,555","-3.05%","-9.14%","-28.00%","https://coinmarketcap.com/currencies/indahash/"
257,"CPChain","CPC","$22,151,680","0.097707","226715852","$2,551,670","-0.69%","9.23%","-4.32%","https://coinmarketcap.com/currencies/cpchain/"
258,"LinkEye","LET","$21,999,060","0.036665","600000000","$4,951,650","0.63%","-1.90%","7.60%","https://coinmarketcap.com/currencies/linkeye/"
259," Crown","CRW","$21,935,172","1.23","17866446","$19,708","-0.13%","5.00%","-7.42%","https://coinmarketcap.com/currencies/crown/"
260,"Synereo","AMP","$21,621,991","0.214656","100728564","$2,169,700","-0.63%","-0.90%","-35.47%","https://coinmarketcap.com/currencies/synereo/"
261,"Viberate","VIB","$21,336,800","0.127980","166719800","$2,868,730","0.47%","-3.89%","-7.77%","https://coinmarketcap.com/currencies/viberate/"
262,"SpaceChain","SPC","$21,331,626","0.041421","514991707","$35,381","0.11%","-3.24%","-33.63%","https://coinmarketcap.com/currencies/spacechain/"
263,"Elastic","XEL","$21,285,492","0.232930","91381496","$243,001","1.76%","6.00%","-12.77%","https://coinmarketcap.com/currencies/elastic/"
264,"Mobius","MOBI","$21,207,625","0.056305","376657502","$885,299","0.43%","-3.75%","-15.62%","https://coinmarketcap.com/currencies/mobius/"
265,"Havven","HAV","$21,068,151","0.348815","60399211","$1,208,330","0.49%","-2.99%","-20.47%","https://coinmarketcap.com/currencies/havven/"
266,"TomoChain","TOMO","$20,739,015","0.377073","55000000","$117,469","0.68%","2.66%","-15.32%","https://coinmarketcap.com/currencies/tomochain/"
267,"Legolas Exchange","LGO","$20,631,530","0.173848","118675680","$31,279","-0.45%","-3.91%","-18.86%","https://coinmarketcap.com/currencies/legolas-exchange/"
268,"Nimiq Exchang...","NET","$20,580,210","1.96","10500000","$103,822","-0.38%","1.75%","-17.43%","https://coinmarketcap.com/currencies/nimiq/"
269,"DeepOnion","ONION","$20,521,770","1.67","12275107","$81,622","1.36%","8.66%","-7.16%","https://coinmarketcap.com/currencies/deeponion/"
270,"Safe Exchange...","SAFEX","$20,467,671","0.013263","1543157590","$4,807","-0.17%","-8.43%","9.98%","https://coinmarketcap.com/currencies/safe-exchange-coin/"
271,"Lykke","LKK","$20,438,104","0.065563","311730866","$89,031","-0.13%","-4.69%","24.43%","https://coinmarketcap.com/currencies/lykke/"
272,"Lunyr","LUN","$20,236,342","8.81","2297853","$32,203,000","0.62%","-9.67%","-8.01%","https://coinmarketcap.com/currencies/lunyr/"
273,"YOYOW","YOYOW","$20,141,353","0.078986","254999999","$1,567,180","-0.51%","1.90%","-6.03%","https://coinmarketcap.com/currencies/yoyow/"
274,"Humaniq","HMQ","$20,129,371","0.123597","162862944","$369,666","0.66%","1.97%","-19.25%","https://coinmarketcap.com/currencies/humaniq/"
275,"PotCoin","POT","$19,935,568","0.090741","219697714","$244,988","-0.18%","-0.91%","-11.58%","https://coinmarketcap.com/currencies/potcoin/"
276,"TokenCard","TKN","$19,794,958","0.795009","24899037","$161,796","0.09%","1.30%","-8.66%","https://coinmarketcap.com/currencies/tokencard/"
277,"DECENT","DCT","$19,773,726","0.385407","51306089","$190,557","0.30%","3.58%","-3.84%","https://coinmarketcap.com/currencies/decent/"
278,"Dai","DAI","$19,757,842","1.01","19485627","$2,021,040","-1.08%","1.27%","1.31%","https://coinmarketcap.com/currencies/dai/"
279,"Shift","SHIFT","$19,694,270","1.66","11889014","$173,062","-0.90%","-4.55%","-6.55%","https://coinmarketcap.com/currencies/shift/"
280,"XPA","XPA","$19,646,275","0.343600","57177751","$113,053","0.15%","-0.08%","266.77%","https://coinmarketcap.com/currencies/xpa/"
281,"Fortuna","FOTA","$19,310,358","0.048289","399888127","$1,015,280","1.63%","-2.24%","-10.74%","https://coinmarketcap.com/currencies/fortuna/"
282,"Cofound.it","CFI","$19,260,573","0.059263","325000000","$424,122","-0.11%","0.76%","-5.60%","https://coinmarketcap.com/currencies/cofound-it/"
283,"Flash","FLASH","$19,244,520","0.021383","900000000","$8,222","-6.34%","-5.59%","-14.30%","https://coinmarketcap.com/currencies/flash/"
284,"Odyssey","OCN","$18,983,480","0.009492","2000000000","$20,885,500","-0.14%","-3.08%","-13.12%","https://coinmarketcap.com/currencies/odyssey/"
285,"Spectre.ai Di...","SXDT","$18,737,384","0.228300","82073519","$59,959","0.16%","-6.34%","-6.88%","https://coinmarketcap.com/currencies/spectre-dividend/"
286,"Datum","DAT","$18,709,554","0.022497","831635545","$1,988,050","-0.23%","-2.38%","-2.08%","https://coinmarketcap.com/currencies/datum/"
287,"Bean Cash","BITB","$18,706,407","0.007656","2443238000","$877,036","-1.24%","3.63%","-9.70%","https://coinmarketcap.com/currencies/bean-cash/"
288,"Monetha","MTH","$18,586,539","0.085607","217114709","$510,564","0.77%","0.79%","-20.88%","https://coinmarketcap.com/currencies/monetha/"
289,"Internet Node...","INT","$18,442,350","0.122949","150000000","$929,416","1.84%","0.63%","-4.42%","https://coinmarketcap.com/currencies/internet-node-token/"
290,"Mothership","MSP","$18,434,780","0.131677","140000000","$22,724","0.78%","-6.02%","11.53%","https://coinmarketcap.com/currencies/mothership/"
291,"ECC","ECC","$18,398,875","0.000736","25000000000","$11,897","-0.16%","0.28%","-10.47%","https://coinmarketcap.com/currencies/eccoin/"
292,"E-Dinar Coin","EDR","$18,315,609","0.020667","886211988","$56,892","-0.31%","2.55%","-1.75%","https://coinmarketcap.com/currencies/e-dinar-coin/"
293,"Pepe Cash","PEPECASH","$18,114,433","0.025808","701884009","$96,676","-1.32%","-3.78%","-13.07%","https://coinmarketcap.com/currencies/pepe-cash/"
294,"ZClassic","ZCL","$18,110,245","4.94","3663950","$870,990","-0.22%","0.93%","19.16%","https://coinmarketcap.com/currencies/zclassic/"
295,"Blocktix","TIX","$18,093,720","0.452343","40000000","$31,958,800","1.15%","-0.82%","55.42%","https://coinmarketcap.com/currencies/blocktix/"
296,"Bankex","BKX","$17,852,313","0.258503","69060370","$790,634","0.48%","2.61%","-6.27%","https://coinmarketcap.com/currencies/bankex/"
297,"DMarket","DMT","$17,780,867","0.448900","39609863","$1,103,600","0.08%","0.71%","-59.72%","https://coinmarketcap.com/currencies/dmarket/"
298,"adToken","ADT","$17,755,260","0.029592","600000000","$800,576","0.16%","3.86%","-8.44%","https://coinmarketcap.com/currencies/adtoken/"
299,"SunContract","SNC","$17,612,350","0.147180","119665373","$5,976,560","-1.32%","-6.89%","-27.31%","https://coinmarketcap.com/currencies/suncontract/"
300,"BlackCoin","BLK","$17,445,481","0.227270","76761037","$373,843","-0.76%","2.34%","-7.29%","https://coinmarketcap.com/currencies/blackcoin/"
301,"Trade Token","TIO","$17,414,150","0.206609","84285536","$180,739","-0.20%","4.36%","20.20%","https://coinmarketcap.com/currencies/trade-token/"
302,"Storiqa","STQ","$17,364,889","0.002236","7767544247","$123,080","-2.66%","3.22%","1.49%","https://coinmarketcap.com/currencies/storiqa/"
303,"Everex","EVX","$17,329,620","1.05","16500000","$2,417,460","0.23%","-0.59%","-16.84%","https://coinmarketcap.com/currencies/everex/"
304,"Diamond","DMD","$17,204,104","6.33","2719849","$88,924","0.02%","-4.90%","-0.10%","https://coinmarketcap.com/currencies/diamond/"
305,"UpToken","UP","$17,079,366","0.125029","136603232","$1,107,820","-1.71%","1.13%","-24.47%","https://coinmarketcap.com/currencies/uptoken/"
306,"WhiteCoin","XWC","$17,055,174","0.068538","248842591","$342,420","0.80%","4.09%","-15.00%","https://coinmarketcap.com/currencies/whitecoin/"
307,"Tao","XTO","$16,985,908","0.516935","32858886","$4,064","-0.15%","42.75%","57.09%","https://coinmarketcap.com/currencies/tao/"
308,"Peerplays","PPY","$16,848,802","4.25","3962373","$2,524","1.37%","0.24%","-10.64%","https://coinmarketcap.com/currencies/peerplays-ppy/"
309,"Zeepin","ZPT","$16,642,141","0.056639","293827778","$431,358","0.11%","0.35%","-14.32%","https://coinmarketcap.com/currencies/zeepin/"
310,"Decision Token","HST","$16,604,551","0.518471","32025998","$246,383","4.32%","4.42%","-23.19%","https://coinmarketcap.com/currencies/decision-token/"
311,"Hive Project","HVN","$16,537,088","0.044099","375000000","$37,079","-0.46%","3.90%","-26.25%","https://coinmarketcap.com/currencies/hive-project/"
